631,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,23/06/2016,24/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:12,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
632,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,23/06/2016,24/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:13,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
633,Telas o pieles impregnadas de residuos peligrosos,SO1,2,Kg,Toxico ,Mantenimiento,23/06/2016,24/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:14,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,334
634,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,28/06/2016,06/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:15,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
635,Telas o pieles impregnadas de residuos peligrosos,SO1,3,Kg,Toxico ,Mantenimiento,28/06/2016,06/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:15,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
636,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,28/06/2016,06/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:16,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
637,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,28/06/2016,06/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:17,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
638,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,02/07/2016,06/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:19,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
639,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Mantenimiento,02/07/2016,06/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:20,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
640,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,02/07/2016,06/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:21,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
641,Sólidos de mantenimiento automotriz,SO2,2,Kg,Toxico ,Mantenimiento,05/07/2016,06/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:21,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
642,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,05/07/2016,06/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:22,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
643,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,05/07/2016,06/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:23,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
644,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,05/07/2016,06/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Miguel Ángel López Barajas ,1,12/07/2016 01:24,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,340
645,Aceites lubricantes usados,RPM/01,750,Kg,Toxico Inflamable ,Mantenimiento,03/06/2016,08/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,12/07/2016 01:32,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,353
646,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,03/06/2016,08/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,12/07/2016 01:33,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,353
647,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,03/06/2016,08/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,12/07/2016 01:33,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,353
648,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,16/06/2016,08/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,12/07/2016 01:34,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,353
649,Sólidos de mantenimiento automotriz,SO2,25,Kg,Toxico ,Mantenimiento,16/06/2016,08/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,12/07/2016 01:35,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,353
650,Aceites lubricantes usados,RPM/01,750,Kg,Toxico ,Mantenimiento,16/06/2016,08/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,12/07/2016 01:36,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,353
651,Aceites lubricantes usados,RPM/01,500,Kg,Toxico Inflamable ,Mantenimiento,07/07/2016,08/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,12/07/2016 01:38,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,353
652,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,07/07/2016,08/07/2016,Formulación de combustibles alternos,,Enertec Exports S. de R.L. de C.V.,Ramón Gutiérrez Cardona,1,12/07/2016 01:40,,19-IV-78-11,353
653,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,07/07/2016,08/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,12/07/2016 01:38,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,353
654,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,10/06/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 01:47,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
655,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,10/06/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 01:48,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
656,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,10/06/2016,09/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 01:50,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
657,Sólidos impregnados con sustancias químicas,SO4,8,Kg,Toxico ,Mantenimiento,10/06/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 01:50,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
658,Sólidos impregnados con sustancias químicas,SO4,8,Kg,Toxico ,Mantenimiento,30/06/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 22:38,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
659,Sólidos de mantenimiento automotriz,SO2,12,Kg,Toxico ,Mantenimiento,30/06/2016,09/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 22:39,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
660,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,30/06/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 22:40,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
661,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,30/06/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 22:40,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
662,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,08/07/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 22:45,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
663,Sólidos de mantenimiento automotriz,SO2,150,Kg,Toxico Inflamable ,Mantenimiento,08/07/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 22:44,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
664,Sólidos de mantenimiento automotriz,SO2,8,Kg,Toxico ,Mantenimiento,08/07/2016,09/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 22:46,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
665,Sólidos impregnados con sustancias químicas,SO4,9,Kg,Toxico ,Mantenimiento,08/07/2016,09/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,12/07/2016 22:46,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,355
666,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,03/06/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:41,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
667,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico Inflamable ,Mantenimiento,03/06/2016,14/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:41,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
668,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,03/06/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
669,Sólidos de mantenimiento automotriz,SO2,6,Kg,Toxico ,Mantenimiento,03/06/2016,14/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
670,Sólidos impregnados con sustancias químicas,SO4,10,Kg,Toxico ,Mantenimiento,03/06/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:43,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
671,Sólidos impregnados con pintura,SO4,9,Kg,Toxico ,Mantenimiento,03/06/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:44,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
672,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,40,Kg,Toxico ,Mantenimiento,03/06/2016,14/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:47,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,357
673,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,21/06/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:47,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
674,Sólidos impregnados con sustancias químicas,SO4,20,Kg,Toxico ,Mantenimiento,21/06/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:47,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
675,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,50,Kg,Toxico ,Mantenimiento,21/06/2016,14/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:48,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,357
676,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,21/06/2016,14/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:49,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
677,Sólidos impregnados con pintura,SO4,14,Kg,Toxico ,Mantenimiento,21/06/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:50,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
678,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,21/06/2016,14/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 18:01,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
679,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,21/06/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:52,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
680,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Mantenimiento,13/07/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:52,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
681,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,13/07/2016,14/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:54,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
682,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,13/07/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:55,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
683,Sólidos impregnados con sustancias químicas,SO4,10,Kg,Toxico ,Mantenimiento,13/07/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:55,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
684,Sólidos impregnados con pintura,SO4,7,Kg,Toxico ,Mantenimiento,13/07/2016,14/07/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:56,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
685,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,40,Kg,Toxico ,Mantenimiento,13/07/2016,14/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:57,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,357
686,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,13/07/2016,14/07/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramón Gutiérrez Cardona,1,15/07/2016 17:58,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,356
